model,dataset,exp,acc,f1,recall,precision,early_stopped_at,time
fcn,InsectEPGRegularTrain,0,1.0,1.0,1.0,1.0,100,310.3593521118164
fcn,InsectEPGSmallTrain,0,1.0,1.0,1.0,1.0,100,170.97631072998047
fcn,InsectWingbeatSound,0,0.403030303030303,0.4059100582135011,0.403030303030303,0.4136096182332789,100,1152.2473435401917
fcn,ItalyPowerDemand,0,0.9659863945578231,0.965985109542926,0.9659863945578231,0.966029446826413,100,461.8855392932892
fcn,LargeKitchenAppliances,0,0.8906666666666667,0.890095525389643,0.8906666666666667,0.8919504039379541,100,1827.8931651115417
fcn,Lightning2,0,0.7049180327868853,0.7019996397045578,0.7049180327868853,0.7052872544675823,100,309.30882143974304
fcn,Lightning7,0,0.7945205479452054,0.7953025119791435,0.7945205479452054,0.8499377334993774,100,474.63841676712036
fcn,Mallat,0,0.9663113006396589,0.966064420714379,0.9663113006396589,0.971254625729762,100,355.6586604118347
fcn,Meat,0,0.9,0.8993265993265993,0.9,0.9111111111111112,100,309.1386320590973
fcn,MedicalImages,0,0.7855263157894737,0.7900073260909523,0.7855263157894737,0.8006854040769582,100,1925.737474679947
fcn,MiddlePhalanxOutlineCorrect,0,0.8109965635738832,0.8096777794559509,0.8109965635738832,0.8107492798628291,100,2849.5936439037323
fcn,MiddlePhalanxOutlineAgeGroup,0,0.474025974025974,0.48047582669431416,0.474025974025974,0.49074096635072245,100,1963.8123681545258
fcn,MiddlePhalanxTW,0,0.461038961038961,0.469468562495176,0.461038961038961,0.4810370915634074,100,2018.0624737739563
fcn,MixedShapesRegularTrain,0,0.9583505154639175,0.9582622277307814,0.9583505154639175,0.9582227452366688,100,2528.820410013199
fcn,MixedShapesSmallTrain,0,0.8915463917525773,0.8910653880407624,0.8915463917525773,0.8910397168081083,100,649.2633528709412
fcn,MoteStrain,0,0.9241214057507987,0.9240855743860498,0.9241214057507987,0.924107914962751,100,178.8482973575592
fcn,NonInvasiveFetalECGThorax1,0,0.9480916030534351,0.9474002092170463,0.9480916030534351,0.9506720672897745,100,12965.144363641739
fcn,NonInvasiveFetalECGThorax2,0,0.9440203562340967,0.9444972586416833,0.9440203562340967,0.9465735790924215,100,13051.01071548462
fcn,OliveOil,0,0.6333333333333333,0.5740211640211641,0.6333333333333333,0.5286868686868686,100,283.2360680103302
fcn,OSULeaf,0,0.9752066115702479,0.9753771719705504,0.9752066115702479,0.9769283746556473,100,1301.435174703598
fcn,PhalangesOutlinesCorrect,0,0.8135198135198135,0.8091063182291105,0.8135198135198135,0.8140468878564117,100,9482.7161962986
fcn,Phoneme,0,0.3106540084388186,0.3046026849920317,0.3106540084388186,0.31045697899470953,100,1667.0759069919586
fcn,SemgHandGenderCh2,0,0.82,0.8067271653921663,0.82,0.8336268538135593,100,1777.8596794605255
fcn,SemgHandMovementCh2,0,0.4866666666666667,0.48660832777405905,0.4866666666666667,0.49494384076249637,100,2797.9834485054016
fcn,SemgHandSubjectCh2,0,0.5244444444444445,0.5244146199287869,0.5244444444444445,0.5930322633107087,100,2755.6570382118225
fcn,ShapeletSim,0,0.7111111111111111,0.7039473684210527,0.7111111111111111,0.7337342810278841,100,274.25501918792725
fcn,ShapesAll,0,0.8866666666666667,0.8844380274357392,0.8866666666666667,0.8908598808598807,100,4875.478437423706
fcn,SmallKitchenAppliances,0,0.8,0.7986484795394819,0.8,0.7991167269827639,100,2172.657372236252
fcn,SmoothSubspace,0,0.9933333333333333,0.9933326665999933,0.9933333333333333,0.9934640522875816,100,928.2383215427399
fcn,SonyAIBORobotSurface1,0,0.9267886855241264,0.9271560453686816,0.9267886855241264,0.9374552346530618,100,271.5254602432251
fcn,SonyAIBORobotSurface2,0,0.9779643231899265,0.9779922299011193,0.9779643231899265,0.9780766684585805,100,277.3695590496063
fcn,StarLightCurves,0,0.9725594949004371,0.972200674117843,0.9725594949004371,0.9722419329204124,100,5831.046855926514
fcn,Strawberry,0,0.9702702702702702,0.9703430108969695,0.9702702702702702,0.9705526803399143,100,3451.4096302986145
fcn,SwedishLeaf,0,0.9696,0.9694189346072928,0.9696,0.9704222477292808,100,3054.528215646744
fcn,Symbols,0,0.9457286432160804,0.9463372075175419,0.9457286432160804,0.9538890390436892,100,295.423800945282
fcn,SyntheticControl,0,0.99,0.98999899989999,0.99,0.9900626917433639,100,1806.3537571430206
fcn,ToeSegmentation1,0,0.9605263157894737,0.9605346880495881,0.9605263157894737,0.9605800794484863,100,440.23283672332764
fcn,ToeSegmentation2,0,0.9076923076923077,0.9076923076923077,0.9076923076923077,0.9076923076923077,100,438.3853120803833
fcn,Trace,0,1.0,1.0,1.0,1.0,100,785.6752231121063
fcn,TwoLeadECG,0,1.0,1.0,1.0,1.0,100,287.29525423049927
fcn,TwoPatterns,0,0.878,0.877826625386997,0.878,0.8789902132803057,100,5471.6580584049225
fcn,UMD,0,0.9930555555555556,0.993054801953337,0.9930555555555556,0.9931972789115646,100,433.1143252849579
fcn,UWaveGestureLibraryAll,0,0.8218872138470128,0.8203791139975467,0.8218872138470128,0.8233377593090866,100,4872.997027158737
fcn,UWaveGestureLibraryX,0,0.7635399218313791,0.7625187523452552,0.7635399218313791,0.7624378805462408,100,5045.357807159424
fcn,UWaveGestureLibraryY,0,0.661641541038526,0.6599673579889392,0.661641541038526,0.6606476849704016,100,5014.083561182022
fcn,UWaveGestureLibraryZ,0,0.7431602456728085,0.7387221791288568,0.7431602456728085,0.7386465470589654,100,5036.334402561188
fcn,Wafer,0,0.9977287475665152,0.9977181102039885,0.9977287475665152,0.9977345153035131,100,5340.053755760193
fcn,Wine,0,0.9074074074074074,0.9066067104808025,0.9074074074074074,0.921875,100,419.6076500415802
fcn,WordSynonyms,0,0.5172413793103449,0.5195436926770376,0.5172413793103449,0.5530064070399967,100,1762.1415271759033
fcn,Worms,0,0.7662337662337663,0.7622707137081307,0.7662337662337663,0.7754551861694718,100,1067.1566724777222
fcn,WormsTwoClass,0,0.7662337662337663,0.7674216027874565,0.7662337662337663,0.7779063042220937,100,1059.8484797477722
fcn,Yoga,0,0.8483333333333334,0.8483369409638433,0.8483333333333334,0.8483407377165852,100,1692.8833320140839
fcn,PigAirwayPressure,0,0.5817307692307693,0.5685994560994561,0.5817307692307693,0.6129516317016317,100,1053.5874593257904
fcn,PigArtPressure,0,0.9855769230769231,0.985424297924298,0.9855769230769231,0.9875,100,1068.1424641609192
fcn,PigCVP,0,0.13942307692307693,0.11729869133715286,0.13942307692307693,0.15439996994875044,100,1059.3715643882751
fcn,Plane,0,1.0,1.0,1.0,1.0,100,771.2683386802673
fcn,AllGestureWiimoteX,0,0.6828571428571428,0.68584506269997,0.6828571428571428,0.6977052773081164,100,1840.696704864502
fcn,AllGestureWiimoteY,0,0.7628571428571429,0.7597896553264532,0.7628571428571429,0.7666967717316621,100,1838.2764966487885
fcn,AllGestureWiimoteZ,0,0.7171428571428572,0.7144005684702819,0.7171428571428572,0.7141794857075993,100,1841.0782041549683
fcn,DodgerLoopDay,0,0.4155844155844156,0.394444797446405,0.4155844155844156,0.44618080332366045,100,603.5500476360321
fcn,DodgerLoopGame,0,0.6614173228346457,0.6612073490813648,0.6614173228346457,0.6630528460061895,100,271.6073863506317
fcn,DodgerLoopWeekend,0,0.9761904761904762,0.9764961778034691,0.9761904761904762,0.9781209781209781,100,270.6381573677063
fcn,Fungi,0,0.9946236559139785,0.9947302140850528,0.9946236559139785,0.9952956989247311,100,292.78637528419495
fcn,GestureMidAirD1,0,0.6384615384615384,0.6335809489655643,0.6384615384615384,0.6951347797501644,100,1483.1179485321045
fcn,GestureMidAirD2,0,0.5538461538461539,0.544913206451668,0.5538461538461539,0.5612179487179487,100,1483.1811447143555
fcn,GestureMidAirD3,0,0.34615384615384615,0.33744384700267055,0.34615384615384615,0.3960746518438826,100,1479.2653894424438
fcn,GesturePebbleZ1,0,0.8488372093023255,0.8503521926883023,0.8488372093023255,0.8606555721867069,100,946.0551073551178
fcn,GesturePebbleZ2,0,0.7721518987341772,0.7801439378218793,0.7721518987341772,0.807355772035233,100,951.1418886184692
fcn,MelbournePedestrian,0,0.97498921949116,0.9748748423267567,0.97498921949116,0.9751706573873704,100,5995.761006355286
fcn,PickupGestureWiimoteZ,0,0.86,0.8608080808080808,0.86,0.8716666666666667,100,439.0973801612854
fcn,ShakeGestureWiimoteZ,0,0.94,0.9393939393939393,0.94,0.95,100,440.7362163066864
fcn,PowerCons,0,0.8833333333333333,0.8822833297001027,0.8833333333333333,0.8975163231340417,100,1023.083574295044
fcn,ProximalPhalanxOutlineCorrect,0,0.8900343642611683,0.890347886357198,0.8900343642611683,0.8907540132773203,100,2967.8164529800415
fcn,ProximalPhalanxOutlineAgeGroup,0,0.8439024390243902,0.8475812434689071,0.8439024390243902,0.8566557071470641,100,2080.614304304123
fcn,ProximalPhalanxTW,0,0.7658536585365854,0.7471485331997496,0.7658536585365854,0.7578198009935072,100,2126.1374323368073
fcn,RefrigerationDevices,0,0.5066666666666667,0.5038194922052419,0.5066666666666667,0.5155422869681968,100,1957.9430572986603
fcn,Rock,0,0.5,0.5228819875776397,0.5,0.606235294117647,100,271.7260494232178
fcn,ScreenType,0,0.6293333333333333,0.625519796505198,0.6293333333333333,0.6326686638210363,100,1956.3316462039948
fcn,PLAID,0,0.6014897579143389,0.6079171706411313,0.6014897579143389,0.6632800624387784,100,3632.044731616974
