model,dataset,exp,acc,f1,recall,precision,early_stopped_at,time
fcn,AllGestureWiimoteZ,0,0.5971428571428572,0.6000640230161656,0.5971428571428572,0.6247157203008297,415,17223.88677239418
fcn,DodgerLoopDay,0,0.44155844155844154,0.4070486739659672,0.44155844155844154,0.5794664260688601,281,3814.4093928337097
fcn,DodgerLoopGame,0,0.7716535433070866,0.770887327644288,0.7716535433070866,0.7779630539140353,949,4785.18137550354
fcn,DodgerLoopWeekend,0,0.9206349206349206,0.9219576719576719,0.9206349206349206,0.9254006227690439,1013,5252.234989404678
fcn,Fungi,0,0.9247311827956989,0.9212653802905225,0.9247311827956989,0.9596567939938949,1028,6516.875914812088
fcn,GestureMidAirD1,0,0.7769230769230769,0.7752982060674368,0.7769230769230769,0.8045787545787546,278,9678.112018108368
fcn,GestureMidAirD2,0,0.5923076923076923,0.5820993109454647,0.5923076923076923,0.6504273504273503,340,10986.500851392746
fcn,GestureMidAirD3,0,0.46153846153846156,0.44945652637960326,0.46153846153846156,0.4803172255095332,308,11176.683539867401
fcn,GesturePebbleZ1,0,0.877906976744186,0.8786300103484115,0.877906976744186,0.8846616383825686,214,4788.317909479141
fcn,GesturePebbleZ2,0,0.8291139240506329,0.8300538827490838,0.8291139240506329,0.854675749500768,193,4676.191714763641
fcn,MelbournePedestrian,0,0.9133247089262613,0.9131483955268375,0.9133247089262613,0.9135522182947338,202,28356.995753526688
fcn,PickupGestureWiimoteZ,0,0.68,0.6685803085803086,0.68,0.7238888888888888,255,2737.0113785266876
fcn,ShakeGestureWiimoteZ,0,0.82,0.7905594405594407,0.82,0.7839285714285714,245,2551.617609500885
fcn,PowerCons,0,0.8666666666666667,0.8664027709054923,0.8666666666666667,0.8695868591338975,307,8031.174174785614
fcn,ProximalPhalanxOutlineCorrect,0,0.9140893470790378,0.9125133612756343,0.9140893470790378,0.9140626799275139,411,29498.889792203903
fcn,ProximalPhalanxOutlineAgeGroup,0,0.8536585365853658,0.8500813008130081,0.8536585365853658,0.8482584223835549,118,5803.183974027634
fcn,ProximalPhalanxTW,0,0.8146341463414634,0.7877382063178333,0.8146341463414634,0.7653181878614871,150,7724.822793960571
fcn,RefrigerationDevices,0,0.4826666666666667,0.48092211103556964,0.4826666666666667,0.48590581531758004,226,11071.070577383041
fcn,Rock,0,0.72,0.7398920377867746,0.72,0.7833333333333334,1007,5727.946684122086
fcn,ScreenType,0,0.5973333333333334,0.5865861227604153,0.5973333333333334,0.6148900905727345,419,20940.54994916916
fcn,PLAID,0,0.7616387337057728,0.7642965878368208,0.7616387337057728,0.7959703656212881,319,24715.566977262497
fcn,SemgHandGenderCh2,0,0.8866666666666667,0.8872485653881003,0.8866666666666667,0.8883492822966508,138,7115.731018781662
fcn,SemgHandMovementCh2,0,0.5422222222222223,0.5257763823507918,0.5422222222222223,0.6398748331710485,305,20434.421085357666
